teoria do conhecimento: empirismo versus racionalismo	a disciplina tem por objetivo o exame de aspectos centrais da teoria do conhecimento no período moderno, a saber: o empirismo e a crítica ao inatismo; a resposta racionalista aos críticos da doutrina inatista; o problema da origem das ideias; razão, experiência e a fundamentação do conhecimento, ceticismo e empirismo.
teoria do planejamento urbano e ambiental	origens da teoria e prática do planejamento. natureza do planejamento e suas relações com a geografia, política, economia, sociedade, cultura e meio-ambiente. principais correntes em teoria do planejamento. críticas contemporâneas à teoria do planejamento (planejamento e instituições, planejamento e risco, planejamento e estratégia). elementos de teoria e história do planejamento urbano. debates contemporâneos. elementos de teoria e historia do planejamento ambiental. debates contemporâneos. exemplos de aplicações da teoria do planejamento a problemas e urbanos e ambientais.
teoria dos grafos	conceitos básicos de grafos dirigidos e não dirigidos. passeios, caminhos, circuitos. grafos bipartidos e multi-partidos. subgrafos. isomorfismo. conexidade. florestas e árvores. exemplos de problemas de interesse: coloração de vértices; clique máximo; caixeiro viajante; problemas de fluxo. estruturas de dados para a representação de grafos. percursos em grafos: em largura, em profundidade. ordenação topológica. árvores geradoras mínimas. algoritmo de kruskal. caminhos mínimos em grafos: algoritmo de dijkstra, algoritmo de floyd-warshall. emparelhamentos: teorema de hall.
teoria dos jogos	conceitos básicos (forma extensiva, forma normal, estratégias, conjuntos de informação). jogos de duas pessoas com soma zero (pontos de sela, estratégias mistas). jogos matriciais (programação linear e o teorema minimax). jogos de duas pessoas com soma não zero não cooperativos (dilema do prisioneiro, equilíbrio de nash) e cooperativos (axiomas de barganha de nash, convexidade e o teorema de nash). aplicações em economia e política.
teoria e gestão de organizações públicas	conceitos básicos de administração. organizações e administração. organizações como fenômeno social, cultural e político. panorama das abordagens teóricas e visões sobre a administração: clássica, sistêmica, estruturalista, humanística, cultural-comportamental, psíquica. administração pública e privada. o campo disciplinar da administração pública. a governança das organizações públicas: processos decisórios e processos de controle. desenho organizacional no setor público: modelos, princípios e técnicas. modelos de gestão: por desempenho, por competências, etc. cultura e mudança organizacional. tendências e inovações na gestão pública
teoria eletromagnética	campo e potencial eletrostáticos; lei de gauss; capacitância; dielétricos; corrente elétrica; campo magnético; lei de ampère; lei da indução; circuitos; equações de maxwell; ondas eletromagnéticas; ondas em regiões de contorno
teoria espectral de grafos	matrizes associadas a grafos. teorema de perron-frobenius e teorema espectral para matrizes reais, simétricas e não-negativas. entrelaçamento de cauchy. princípio de rayleigh. espectro de alguns grafos e classes de grafos notáveis como caminhos, circuitos e árvores. espectro de subgrafos. espectro, conexidade e diâmetro. número cromático, número de independência, clique máximo e estimativas a partir do espectro. técnicas espectrais em algoritmo em grafos. grafos expansores e aplicações em computação.
termo-hidráulica de reatores nucleares i	termodinâmica de centrais nucleares; princípios do projeto térmico; distribuição de potência e remoção de calor; calor residual;  características térmicas do elemento combustível; condução de calor em regime permanente e transitório em varetas de combustível; tratamento integral para escoamento em canais;  conceito de mdnbr e de margem de projeto.
termo-hidráulica de reatores nucleares ii	análise térmica e hidráulica de elementos combustíveis; análise de subcanais; redistribuição do escoamento; ebulição e escoamento bifásico; fluxo crítico de calor; geradores de vapor; escoamento em loops; circulação natural; curvas de desligamento e acidentes por sobrepotência; tratamento de incertezas no projeto termo-hidráulico.
termodinâmica aplicada	conceitos fundamentais; propriedades termodinamicas de substancias puras; 1o e 2o lei da termodinamica para sistemas e volumes de controle; entropia; ciclos termodinamicos a vapor e a gas, exergia e irreversibilidade.
termodinâmica aplicada ii	sistemas de refrigeração e bomba de calor; análise exergética de sistemas; misturas e soluções homogêneas não reativas; psicrometria e processos psicrométricos; misturas e soluções homogêneas reativas (reações químicas irreversíveis); primeira e segunda lei da termodinâmica para sistemas reagentes; princípios de equilíbrio químico e de fases.
termodinâmica estatística de materiais	o curso discorre sobre termodinâmica de superfícies, incluindo o entendimento termodinâmico de tensão superficial, energia total e energia livre de superfície, termodinâmica de sistemas binários; e sobre termodinâmica estatística, incluindo princípios de mecânica estatística, definições estatísticas de entropia, energia livre, potencial químico.
termodinâmica química	neste curso são abordados os seguintes temas: revisão de princípios de termodinâmica, diagramas de fase, estabilidade de fases, grandezas parciais molares, misturas, potencial químico dos líquidos, soluções, atividades de solvente e soluto, equilíbrio na eletroquímica e atividade iônica. 
território e logística	 da logística empresarial para a logística do território. integração vertical e integração horizontal das cadeias produtivas. just-in-time e produção flexível. redes de comunicação e redes de transporte. conteinerização e intermodalidade. sistemas logísticos e operadores logísticos. logística das operações globais. cidades portuárias. corredores bioceânicos. plataformas logísticas. centros de distribuição e cadeias de abastecimento metropolitano. políticas de infraestrutura.
território e sociedade	1. conceituação do território; 2. território, espaço e tempo – do meio natural ao meio técnico científico informacional; 3. introdução às principais teorias sobre a dinâmica territorial; 4. analise das interdependências sócio-econômicas, demográficas e ambientais na formação do território; 5. dinâmicas territoriais contemporâneas no brasil e no mundo.
tomada de decisões e neuroeconomia	teoria normativa da decisão; julgamento e heurísticas; modelos formais da decisão: teoria da utilidade, teoria do prospecto e outros; modelos da preferência; fatores cognitivos, motivacionais, emocionais e sociais na tomada de decisão; correlatos e mecanismos neurais do julgamento e da decisão; o uso da neurociência no estudo do comportamento econômico e financeiro.
tópicos avançados em macroeconomia	modelos simples de agentes representativos. teorias de consumo baseado na renda futura: teorias de friedman, de modigliani e de robert hall. equivalência ricardiana e racionalidade limitada. teorias novo-keynesianas de ciclos de curto prazo: teoria dos custos de menu, de preços e salários com aumentos não sincronizados (staggered prices and wages), e de falhas de coordenação. teorias de salário eficiência e desemprego involuntário. modelos de ciclos reais de negócios: o papel dos choques tecnológicos e da substituição intertemporal de trabalho. resolução de um modelo simples de ciclos reais com a utilização de programação dinâmica, e simulação. senhoriagem e imposto inflacionário. estratégias de política monetária em economias desenvolvidas e emergentes. 
tópicos avançados em modalidades: lógica deôntica e lógica epistêmica	na primeira parte do curso serão investigadas questões próprias do raciocínio normativo visando introduzir os problemas próprios dos sistemas de lógica deôntica. a segunda parte tratará das questões do raciocínio doxástico e epistêmico com o intuito de levar a uma introdução aos problemas de lógica epistêmica.
tópicos avançados em química orgânica	nessa disciplina serão abordadas estratégias básicas para a síntese de moléculas orgânicas e também aspectos introdutórios de análise retrossintética. no segundo bloco da disciplina serão apresentados aspectos avançados no uso de reagentes organometálicos e no controle estéreo e regioquímico em reações de compostos aromáticos e em reações tandem (alquilação e posterior ciclização)
tópicos computacionais em materiais	métodos de discretização do contínuo. métodos de elementos finitos. métodos de monte carlo. métodos de dinâmica molecular. métodos quânticos em materiais e dispositivos
tópicos de história da ciência	numa abordagem epistemológica do desenvolvimento histórico da ciência, destacam-se alguns dos elementos importantes para esse desenvolvimento. o átomo: uma ideia que vem dos gregos. o debate atomismo x energeticismo no século xix, e o papel das imagens no desenvolvimento da ciência. o papel da experiência nos desenvolvimentos científicos: perrin e o movimento browniano. a definição histórica do objeto de uma nova ciência: o caso da termodinâmica no século xix. a importância da matemática no desenvolvimento da ciência: a inserção da probabilidade no quadro conceitual da física-a definição do conceito de probabilidade de estado por boltzmann. um novo elemento na realidade física: a descoberta da quantização da energia por planck. a descrição probabilística da natureza: a dualidade onda-partícula e o princípio de complementaridade; o princípio de incerteza; a interpretação de copenhagen. experiências de pensamento na ciência: o debate bohr-einstein.
tópicos de lógicas não-clássicas	serão introduzidos três sistemas lógicos alternativos ao enfoque clássico: a lógica intuicionista, a lógica multi-valorada e a lógica paraconsistente, enfatizando sua posição filosófica com relação aos cânones aristotélicos e as relações entre eles. serão ainda estudados os ambientes semânticos e sintáticos para tais sistemas.
tópicos de metodologia da ciência	nesta disciplina serão discutidos tópicos relacionados com a lógica filosófica e metodológica que fundamenta a prática científica.
tópicos de otimização em sistemas elétricos de potência e aplicações	esta disciplina apresenta uma introdução à otimização e aborda problemas e técnicas envolvendo a otimização do sistema elétrico como: fluxo de potência ótimo; alocação ótima de equipamentos de controle, alocação de geração distribuída, reconfiguração de redes e expansão de redes. serão realizadas aplicações com o auxílio do computador.
tópicos em física experimental	tópicos relacionados à física experimental com elevada importância e não contemplados nas demais disciplinas.
tópicos em física teórica	tópicos relacionados a física contemporânea com elevada importância e não contemplados nas demais disciplinas.
tópicos em teoria do conhecimento	 a disciplina visa ampliar o estudo de temas e problemas em teoria do conhecimento. dentre os temas a serem investigados estão os seguintes: ocasionalismo e conhecimento; a doutrina das ideias abstratas e sua crítica; linguagem, abstração e ideia abstratas na tradição empirista; idealismo, imaterialismo e ceticismo.
tópicos emergentes em banco de dados	tecnologias emergentes em banco de dados
tópicos especiais em engenharia ambiental e urbana	este curso terá seu programa definido em função do andamento das pesquisas que estão sendo realizadas em engenharia ambiental e urbana.
tópicos especiais em engenharia organizacional	a ser definida no instante de oferecimento em função dos temas emergentes sobre o assunto.
tópicos experimentais em materiais i	correlação processamento, estrutura/microestrutura e propriedades dos materiais. técnicas de síntese, processamento e caracterização de materiais cerâmicos, metálicos e poliméricos.
tópicos experimentais em materiais ii	aprofundamento na correlação síntese, processamento, estrutura/microestrutura e propriedades dos materiais. técnicas avançadas de síntese, processamento e caracterização de materiais cerâmicos, metálicos e poliméricos, compósitos e nanoestruturados.
topologia	espaços métricos. espaços topológicos: base, subespaços, topologia produto, espaço quociente. funções contínuas, homeomorfismos. conexidade e conexidade por  caminhos. compacidade. espaços métricos compactos. espaços métricos completos.
toxicologia	estudo dos efeitos nocivos causados por substâncias químicas ao organismo humano com ênfase nos fundamentos e aplicações de toxicocinética e toxicodinâmica.
trabalho de conclusão de curso de políticas públicas i	o aluno devera apresentar ao final do curso um trabalho de conclusão. este trabalho será discutido e realizado na disciplina tcc de politicas publicas, a ser cursada preferencialmente no ultimo quadrimestre do curso. o tcc segue o formato de seminários de pesquisa, sob a supervisão de um professor responsável credenciado ao bpp, que devera discutir o andamento dos trabalhos. o trabalho de conclusão de curso a ser apresentado devera ser resultado de um desdobramento de iniciação cientifica ou do pdpd realizado pelo aluno, de continuidade de um trabalho desenvolvido no observatório de politicas publicas ou uma monografia. em qualquer desses casos, tal trabalho deve estar voltado para a área de politicas publicas. o tcc devera ser orientado por professor da ufabc e defendido perante uma banca, presencial ou não, conforme determinação do orientador, composta pelo orientador e mais dois professores adicionais.
trabalho de conclusão de curso de políticas públicas ii	o aluno devera apresentar ao final do curso um trabalho de conclusão. este trabalho será discutido e realizado na disciplina tcc de politicas publicas, a ser cursada preferencialmente no ultimo quadrimestre do curso. o tcc segue o formato de seminários de pesquisa, sob a supervisão de um professor responsável credenciado ao bpp, que devera discutir o andamento dos trabalhos. o trabalho de conclusão de curso a ser apresentado devera ser resultado de um desdobramento de iniciação cientifica ou do pdpd realizado pelo aluno, de continuidade de um trabalho desenvolvido no observatório de politicas publicas ou uma monografia. em qualquer desses casos, tal trabalho deve estar voltado para a área de politicas publicas. o tcc devera ser orientado por professor da ufabc e defendido perante uma banca, presencial ou não, conforme determinação do orientador, composta pelo orientador e mais dois professores adicionais.
trabalho de conclusão de curso em física	conforme instruções do professor responsável pela disciplina e orientação do discente, o graduando obterá subsídios para a redação do trabalho de conclusão de curso. tópicos sugeridos: elaboração da proposta de trabalho. orientação na redação do tcc e na preparação da defesa pública. discussão e escolha do tema na área de física ou nas interfaces da física com outras áreas. preparação para apresentação de seminário. acompanhamento no desenvolvimento das atividades.
trabalho de conclusão de curso em matemática i	elaboração de monografia final de curso com base em projeto a ser apresentado considerando-se as exigências teórico-metodológicas e normas estabelecidas. a monografia será elaborada sob a orientação de um professor.
trabalho de conclusão de curso em matemática ii	elaboração de monografia final de curso com base em projeto a ser apresentado considerando-se as exigências teórico-metodológicas e normas estabelecidas. a monografia será elaborada sob a orientação de um professor.
trabalho de conclusão de curso em matemática iii	elaboração de monografia final de curso com base em projeto a ser apresentado considerando-se as exigências teórico-metodológicas e normas estabelecidas. a monografia será elaborada sob a orientação de um professor
trabalho de conclusão de curso em química	conclusão e apresentação do trabalho de conclusão de curso.
trabalho de graduação i em engenharia aeroespacial	o trabalho de graduação (tgi) consiste em uma atividade de síntese e integração de conhecimentos adquiridos ao longo do curso, abordando um tema pertinente ao curso de engenharia aeroespacial.  a conclusão do tgi se dá através de um trabalho específico, de acordo com a regulamentação geral do trabalho de graduação e das normas específicas do curso de engenharia aeroespacial, disponível em http://cecs.ufabc.edu.br/index.php/tg.html
trabalho de graduação i em engenharia ambiental e urbana	o trabalho de graduação (tgi) consiste em uma atividade de síntese e integração de conhecimentos adquiridos ao longo do curso, abordando um tema pertinente ao curso de engenharia ambiental e urbana  a conclusão do tgi se dá através de um trabalho específico, de acordo com a regulamentação geral do trabalho de graduação e das normas específicas do curso de engenharia aeroespacial, disponível em http://cecs.ufabc.edu.br/index.php/tg.html
trabalho de graduação i em engenharia biomédica	o trabalho de graduação (tgi) consiste em uma atividade de síntese e integração de conhecimentos adquiridos ao longo do curso, abordando um tema pertinente ao curso de engenharia biomédica  a conclusão do tgi se dá através de um trabalho específico, de acordo com a regulamentação geral do trabalho de graduação e das normas específicas do curso de engenharia aeroespacial, disponível em http://cecs.ufabc.edu.br/index.php/tg.html
trabalho de graduação i em engenharia de energia	o trabalho de graduação (tgi) consiste em uma atividade de síntese e integração de conhecimentos adquiridos ao longo do curso, abordando um tema pertinente ao curso de engenharia de energia  a conclusão do tgi se dá através de um trabalho específico, de acordo com a regulamentação geral do trabalho de graduação e das normas específicas do curso de engenharia aeroespacial, disponível em http://cecs.ufabc.edu.br/index.php/tg.html
trabalho de graduação i em engenharia de gestão	o trabalho de graduação (tgi) consiste em uma atividade de síntese e integração de conhecimentos adquiridos ao longo do curso, abordando um tema pertinente ao curso de engenharia de gestão  a conclusão do tgi se dá através de um trabalho específico, de acordo com a regulamentação geral do trabalho de graduação e das normas específicas do curso de engenharia aeroespacial, disponível em http://cecs.ufabc.edu.br/index.php/tg.html
trabalho de graduação i em engenharia de informação	o trabalho de graduação (tgi) consiste em uma atividade de síntese e integração de conhecimentos adquiridos ao longo do curso, abordando um tema pertinente ao curso de engenharia de informação  a conclusão do tgi se dá através de um trabalho específico, de acordo com a regulamentação geral do trabalho de graduação e das normas específicas do curso de engenharia aeroespacial, disponível em http://cecs.ufabc.edu.br/index.php/tg.html
trabalho de graduação i em engenharia de instrumentação, automação e robótica	o trabalho de graduação (tgi) consiste em uma atividade de síntese e integração de conhecimentos adquiridos ao longo do curso, abordando um tema pertinente ao curso de engenharia de instrumentação, automação e robótica.  a conclusão do tgi se dá através de um trabalho específico, de acordo com a regulamentação geral do trabalho de graduação e das normas específicas do curso de engenharia aeroespacial, disponível em http://cecs.ufabc.edu.br/index.php/tg.html
trabalho de graduação i em engenharia de materiais	o trabalho de graduação (tgi) consiste em uma atividade de síntese e integração de conhecimentos adquiridos ao longo do curso, abordando um tema pertinente ao curso de engenharia de materiais  a conclusão do tgi se dá através de um trabalho específico, de acordo com a regulamentação geral do trabalho de graduação e das normas específicas do curso de engenharia aeroespacial, disponível em http://cecs.ufabc.edu.br/index.php/tg.html
trabalho de graduação ii em engenharia aeroespacial	o trabalho de graduação (tgii) consiste em uma atividade de síntese e integração de conhecimentos adquiridos ao longo do curso, abordando um tema pertinente ao curso de engenharia aeroespacial.  a conclusão do tgii se dá através de um trabalho específico, de acordo com a regulamentação geral do trabalho de graduação e das normas específicas do curso de engenharia aeroespacial, disponível em http://cecs.ufabc.edu.br/index.php/tg.html
trabalho de graduação ii em engenharia ambiental e urbana	o trabalho de graduação (tgii) consiste em uma atividade de síntese e integração de conhecimentos adquiridos ao longo do curso, abordando um tema pertinente ao curso de engenharia ambiental e urbana.  a conclusão do tgii se dá através de um trabalho específico, de acordo com a regulamentação geral do trabalho de graduação e das normas específicas do curso de engenharia aeroespacial, disponível em http://cecs.ufabc.edu.br/index.php/tg.html
trabalho de graduação ii em engenharia biomédica	o trabalho de graduação (tgii) consiste em uma atividade de síntese e integração de conhecimentos adquiridos ao longo do curso, abordando um tema pertinente ao curso de engenharia biomédica.  a conclusão do tgii se dá através de um trabalho específico, de acordo com a regulamentação geral do trabalho de graduação e das normas específicas do curso de engenharia aeroespacial, disponível em http://cecs.ufabc.edu.br/index.php/tg.html
trabalho de graduação ii em engenharia de energia	o trabalho de graduação (tgii) consiste em uma atividade de síntese e integração de conhecimentos adquiridos ao longo do curso, abordando um tema pertinente ao curso de engenharia de energia.  a conclusão do tgii se dá através de um trabalho específico, de acordo com a regulamentação geral do trabalho de graduação e das normas específicas do curso de engenharia aeroespacial, disponível em http://cecs.ufabc.edu.br/index.php/tg.html
trabalho de graduação ii em engenharia de gestão	o trabalho de graduação (tgii) consiste em uma atividade de síntese e integração de conhecimentos adquiridos ao longo do curso, abordando um tema pertinente ao curso de engenharia de gestão.  a conclusão do tgii se dá através de um trabalho específico, de acordo com a regulamentação geral do trabalho de graduação e das normas específicas do curso de engenharia aeroespacial, disponível em http://cecs.ufabc.edu.br/index.php/tg.html
trabalho de graduação ii em engenharia de informação	o trabalho de graduação (tgii) consiste em uma atividade de síntese e integração de conhecimentos adquiridos ao longo do curso, abordando um tema pertinente ao curso de engenharia de informação.  a conclusão do tgii se dá através de um trabalho específico, de acordo com a regulamentação geral do trabalho de graduação e das normas específicas do curso de engenharia aeroespacial, disponível em http://cecs.ufabc.edu.br/index.php/tg.html
trabalho de graduação ii em engenharia de instrumentação, automação e robótica	o trabalho de graduação (tgii) consiste em uma atividade de síntese e integração de conhecimentos adquiridos ao longo do curso, abordando um tema pertinente ao curso de engenharia de instrumentação, automação e robótica.  a conclusão do tgii se dá através de um trabalho específico, de acordo com a regulamentação geral do trabalho de graduação e das normas específicas do curso de engenharia aeroespacial, disponível em http://cecs.ufabc.edu.br/index.php/tg.html
trabalho de graduação ii em engenharia de materiais	o trabalho de graduação (tgii) consiste em uma atividade de síntese e integração de conhecimentos adquiridos ao longo do curso, abordando um tema pertinente ao curso de engenharia de materiais.  a conclusão do tgii se dá através de um trabalho específico, de acordo com a regulamentação geral do trabalho de graduação e das normas específicas do curso de engenharia aeroespacial, disponível em http://cecs.ufabc.edu.br/index.php/tg.html
trabalho de graduação iii em engenharia aeroespacial	o trabalho de graduação (tgiii) consiste em uma atividade de síntese e integração de conhecimentos adquiridos ao longo do curso, abordando um tema pertinente ao curso de engenharia aeroespacial.  a conclusão do tgiii se dá através de um trabalho específico, de acordo com a regulamentação geral do trabalho de graduação e das normas específicas do curso de engenharia aeroespacial, disponível em http://cecs.ufabc.edu.br/index.php/tg.html
trabalho de graduação iii em engenharia ambiental e urbana	o trabalho de graduação (tgiii) consiste em uma atividade de síntese e integração de conhecimentos adquiridos ao longo do curso, abordando um tema pertinente ao curso de engenharia ambiental e urbana.  a conclusão do tgiii se dá através de um trabalho específico, de acordo com a regulamentação geral do trabalho de graduação e das normas específicas do curso de engenharia aeroespacial, disponível em http://cecs.ufabc.edu.br/index.php/tg.html
trabalho de graduação iii em engenharia biomédica	o trabalho de graduação (tgiii) consiste em uma atividade de síntese e integração de conhecimentos adquiridos ao longo do curso, abordando um tema pertinente ao curso de engenharia biomédica.  a conclusão do tgiii se dá através de um trabalho específico, de acordo com a regulamentação geral do trabalho de graduação e das normas específicas do curso de engenharia aeroespacial, disponível em http://cecs.ufabc.edu.br/index.php/tg.html
trabalho de graduação iii em engenharia de energia	o trabalho de graduação (tgiii) consiste em uma atividade de síntese e integração de conhecimentos adquiridos ao longo do curso, abordando um tema pertinente ao curso de engenharia de energia.  a conclusão do tgiii se dá através de um trabalho específico, de acordo com a regulamentação geral do trabalho de graduação e das normas específicas do curso de engenharia aeroespacial, disponível em http://cecs.ufabc.edu.br/index.php/tg.html
trabalho de graduação iii em engenharia de gestão	o trabalho de graduação (tgiii) consiste em uma atividade de síntese e integração de conhecimentos adquiridos ao longo do curso, abordando um tema pertinente ao curso de engenharia de gestão.  a conclusão do tgiii se dá através de um trabalho específico, de acordo com a regulamentação geral do trabalho de graduação e das normas específicas do curso de engenharia aeroespacial, disponível em http://cecs.ufabc.edu.br/index.php/tg.html
trabalho de graduação iii em engenharia de informação	o trabalho de graduação (tgiii) consiste em uma atividade de síntese e integração de conhecimentos adquiridos ao longo do curso, abordando um tema pertinente ao curso de engenharia de informação.  a conclusão do tgiii se dá através de um trabalho específico, de acordo com a regulamentação geral do trabalho de graduação e das normas específicas do curso de engenharia aeroespacial, disponível em http://cecs.ufabc.edu.br/index.php/tg.html
trabalho de graduação iii em engenharia de instrumentação, automação e robótica	o trabalho de graduação (tgiii) consiste em uma atividade de síntese e integração de conhecimentos adquiridos ao longo do curso, abordando um tema pertinente ao curso de engenharia de instrumentação, automação e robótica.  a conclusão do tgiii se dá através de um trabalho específico, de acordo com a regulamentação geral do trabalho de graduação e das normas específicas do curso de engenharia aeroespacial, disponível em http://cecs.ufabc.edu.br/index.php/tg.html
trabalho de graduação iii em engenharia de materiais	o trabalho de graduação (tgiii) consiste em uma atividade de síntese e integração de conhecimentos adquiridos ao longo do curso, abordando um tema pertinente ao curso de engenharia de materiais.  a conclusão do tgiii se dá através de um trabalho específico, de acordo com a regulamentação geral do trabalho de graduação e das normas específicas do curso de engenharia aeroespacial, disponível em http://cecs.ufabc.edu.br/index.php/tg.html
trabalhos de campo, coleta e preservação de organismos	metodologias envolvidas na coleta, preservação (técnicas de preservação em vias úmida e seca) e triagem de organismos (ênfase em animais, algas e plantas). noções da legislação e comissões de ética envolvidas. noções de planejamento de expedições, cuidados logísticos, registro fotográfico, uso de mapas e gps. montagem e organização de coleções biológicas de referência e curadoria.
trajetória da opep e da agência internacional de energia (iea)	história da opep. estrutura e organização. formação de cartel e forças do mercado. história da agência internacional de energia. estrutura e organização. conflitos e cooperação para equilibrar demanda/oferta/preço. cenários futuros e relação do brasil com a opep e a iea.
trajetória de desenvolvimento de países exportadores de petróleo	negociação com empresas multinacionais. processos de nacionalização e empresas estatais de petróleo. captura da renda. choques de petróleo e formação de preços. efeitos fiscais e monetários das exportações. a tese da maldição do petróleo. características institucionais do rentismo petroleiro. estudo de casos: méxico, venezuela, irã, indonésia, rússia, arábia saudita, noruega e nigéria. mito da doença holandesa.
trajetória dos investimentos produtivos no brasil e do brasil	história dos investimentos produtivos no brasil e a dinâmica dos vários ciclos. políticas governamentais. impacto sobre contas externas e comércio internacional do brasil. o debate sobre remessas de lucro. conteúdo nacional. guerra fiscal. investimentos externos de empresas brasileiras. dinâmica e perspectivas. política governamental de estímulo para a internacionalização da empresa brasileira.
trajetórias das políticas de ct&i no brasil	a presença do estado na criação e manutenção das instituições de ensino e pesquisa. a criação das universidades. o período do pós-guerra: agências de fomento, o investimento na pós-graduação, os planos nacionais de ciência e tecnologia, a demanda e implantação de por órgãos ministeriais. a ação da comunidade científica no período autoritário. os principais atores que compõem o sistema brasileiro de cti. a agenda e os desafios do brasil em política industrial e tecnológica. novos mecanismos das instituições de fomento e de financiamento para desenvolvimento tecnológico e inovativo brasileiro.
trajetórias internacionais do continente africano	estudo das trajetórias e conexões internacionais do continente africano, na época moderna e contemporânea. inserção na economia mundial desde o tráfico de escravos, a colonização e a descolonização até a globalização. desafios políticos da descolonização. aspectos econômicos e políticos do atual período de globalização. integração regional e pan-africanismo. segurança e conflitos. relações com potências tradicionais e emergentes.
tranferência de calor e mecânica dos fluidos computacional ii	programação e software: programação e pacotes de mecânica de fluidos computacional, algoritmos, implementação e interpretação, solução de problemas de transferência de calor e mecânica dos fluidos; projeto orientado.
transferência de calor aplicada a sistemas aeroespaciais	mecanismos de transferência de calor. transferência de calor por condução uni- e bi-dimensional em regime permanente. condução em regime transiente. princípios da convecção. correlações para convecção natural e forçada. transferência de calor por radiação. ebulição e condensação. trocadores de calor. sistemas criogênicos. propriedades térmicas de materiais aeroespaciais. sensores térmicos em sistemas aeroespaciais.
transferência de calor e mecânica dos fluidos computacional i	noções gerais; modelos matemáticos e equações de conservação: problemas elípticos, parabólicos e hiperbólicos, volumes finitos: métodos, formulação explícita, implícita e totalmente implícita para condução unidimensional transiente, termos fonte e não-linearidades, condições de fronteira de temperatura, fluxo e simetria, matriz de coeficientes, equação da difusão, solução de sistemas de equações lineares, análise de erros, convergência, estabilidade e consistência; funções de interpolação: suporte físico, interpolação unidimensional, falsa difusão ou difusão numérica, funções de interpolação em duas e três coordenadas; advecção e difusão: integração, formulação explícita e totalmente implícita; acoplamento pressão-velocidade e velocidade-temperatura: campo de velocidade, pressão e temperatura. malhas numéricas.
transferência de calor i	introdução à transferência de calor; princípios de condução; condução unidimensional em regime permanente; condução bidimensional em regime permanente; condução transiente; radiação.
transferência de calor ii	princípios de convecção térmica; convecção forçada em escoamentos externos e internos; convecção natural; ebulição e condensação; noções de trocadores de calor.
transferência de calor industrial	classificação de trocadores de calor. projetos básicos de trocadores de calor: coeficiente global de transferência de calor; método da diferença média logarítmica de temperaturas, método da efetividade-nut. especificação, verificação e projeto de um trocador de calor. projeto termo-hidráulico de trocadores de calor. evaporadores: balanço de energia em função do ponto de ebulição; evaporadores de estágio simples; evaporadores de múltiplo estágio.
transferência de massa	fundamentos fenomenológicos de transferência de massa e grandezas físicas envolvidas; equações de taxa de transporte: lei de fick, difusividade de massa; princípio de conservação da espécie química em volumes de controle; difusão unidimensional em regime permanente; difusão com reação química; evaporação em colunas; difusão em regime de transiente; princípios da convecção; correlações empíricas. convecção natural: difusão de plumas.
transferência de tecnologia	conceitos relativos à propriedade intelectual (pi) e os instrumentos pertinentes a sua gestão; conceitos de transferência de tecnologia; práticas de proteção de tecnologias; evolução histórica; mercado de tecnologia industrial; panorama do sistema nacional de inovação; transferência de tecnologia no brasil; panorama dos núcleos de inovação tecnológica (nit) no brasil; institucionalização dos nit - definições introdutórias sobre fundamentos teóricos e experiências práticas da institucionalização e gestão de núcleos de inovação tecnológica em instituições de ciência e tecnologia (ict); estratégias, metodologias e estudo de casos de parcerias entre ict e organizações públicas e privadas; identificação e exploração de oportunidades de negócios tecnológicos nas ict; transferência e comercialização de tecnologia; diretoria de contratos de tecnologia e outros registros; efeitos da averbação; marco legal; modalidades contratuais; estrutura de um contrato de transferência de tecnologia; como averbar um contrato no inpi; estatísticas dos contratos de tecnologia; empreendedorismo tecnológico, pré-incubação e incubação.
transformações químicas	definição de transformações químicas e sua relação com os seres vivos (e a diversificação das espécies), com o meio ambiente, com a indústria e com a sociedade. ligações químicas e interações intermoleculares. representação e classificação das transformações químicas. entropia, entalpia, energia livre e espontaneidade das transformações. balanço de massa e energia em transformações químicas. cinética química, velocidade de reação, energia de ativação, catalisadores. equilíbrio químico, equilíbrio ácido-base, soluções tampão, equilíbrios de solubilidade.
transformadas em sinais e sistemas lineares	introdução a sinais e sistemas; sinais analógicos; sistemas analógicos; sistemas lineares e invariantes no tempo (lit); convolução; representação no domínio da freqüência; serie de fourier; transformada de fourier; transformada de laplace; filtros analógicos.
transporte de petróleo e gás natural	tubos: materiais, processos de fabricação, normas. válvulas e acessórios de tubulações. projeto de instalações industriais. montagem e testes. introdução à flexibilidade de tubulações. transporte por dutos submarinos. equipamentos submarinos.
transportes e meio ambiente	o objetivo da disciplina é apresentar, discutir e aplicar métodos e ferramentas para a avaliação de impactos de sistemas de transportes. o programa da disciplina aborda: tópicos de engenharia de transportes aplicados em estudos de impacto ambiental (eia), relatórios de impacto ao meio ambiente (rima) e estudos de impacto de vizinhança (eiv); técnicas e ferramentas de macro, meso e microsimulação para modelagem e estimativa de emissões por fontes móveis para monitoramento ambiental e avaliação socioeconômica e ambiental de projetos de transportes e impactos energéticos ambientais; avaliação de ações mitigadoras dentro do âmbito da engenharia de transportes e otimização ambiental de sistemas de transportes; fontes de energia tradicionais, alternativas e renováveis aplicadas em transportes; segurança e prevenção de desastres ambientais no transporte de cargas perigosas.
